x,y
124,295
118,298
116,299
114,299
110,300
107,300
106,300
107,299
112,293
121,286
135,276
151,265
170,255
190,245
196,242
207,238
233,230
251,227
263,227
280,228
287,232
295,241
296,243
298,261
295,273
290,286
283,299
274,312
263,325
250,338
240,347
234,352
228,357
215,366
210,369
205,373
201,374
192,379
190,380
191,380
