x,y
189,154
188,153
187,154
187,158
187,162
186,170
186,183
186,200
186,222
186,248
186,272
189,299
193,325
198,350
203,369
209,383
216,390
225,392
234,392
243,386
255,376
265,364
274,353
282,344
287,338
290,333
292,330
292,326
292,325
