x,y
184,276
186,276
188,276
189,277
193,281
195,287
196,296
194,309
188,323
179,339
167,356
163,360
160,364
137,383
125,389
116,391
108,389
101,380
100,366
100,360
108,330
127,304
149,285
169,272
202,258
208,256
214,255
243,255
248,255
253,256
281,271
290,284
293,301
292,321
285,341
276,361
264,380
251,396
238,407
228,415
219,420
218,421
