x,y
280.3299865722656,413.66998291015625
280.3299865722656,407
279,390.3299865722656
277,334.3299865722656
277,311
279,283.66998291015625
281.66998291015625,241.6699981689453
284.3299865722656,218.3300018310547
285.66998291015625,193
287,181
287,171.6699981689453
287,167.6699981689453
285.66998291015625,164.3300018310547
285.66998291015625,161
284.3299865722656,160.3300018310547
284.3299865722656,159.6699981689453
284.3299865722656,160.3300018310547
284.3299865722656,161
284.3299865722656,161.6699981689453
284.3299865722656,162.3300018310547
285,162.3300018310547
285.66998291015625,162.3300018310547
286.3299865722656,162.3300018310547
287.66998291015625,162.3300018310547
292.3299865722656,162.3300018310547
300.3299865722656,162.3300018310547
308.3299865722656,162.3300018310547
318.3299865722656,161
326.3299865722656,161
342.3299865722656,161
357,161.6699981689453
365,163
378.3299865722656,163
396.3299865722656,163
418.3299865722656,163
430.3299865722656,163
450.3299865722656,163
475,163
491.66998291015625,163
508.33001708984375,163.6699981689453
531,165.6699981689453
544.3300170898437,165.6699981689453
552.3300170898437,165.6699981689453
573,166.3300018310547
582.3300170898437,167.6699981689453
590.3300170898437,169
595,169.6699981689453
597,170.3300018310547
599,171
600.3299560546875,171.6699981689453
602.3299560546875,172.3300018310547
602.3299560546875,173
603,173
603,173.6699981689453
603,174.3300018310547
603,175
603,175.6699981689453
603,176.3300018310547
603,177
603,181.6699981689453
603,194.3300018310547
603,202.3300018310547
603,210.3300018310547
603,216.3300018310547
603,221.6699981689453
603,233.6699981689453
603,245
603,253.66998291015625
604.3299560546875,261.66998291015625
604.3299560546875,265.66998291015625
604.3299560546875,269.66998291015625
605.6699829101562,275.66998291015625
605.6699829101562,283.66998291015625
605.6699829101562,294.3299865722656
605.6699829101562,303.66998291015625
605.6699829101562,309
607,315
607,320.3299865722656
607,328.3299865722656
607,337.66998291015625
607,347
607,351
607,353
607,356.3299865722656
607,357
607,358.3299865722656
607,359.66998291015625
607,363
607,364.3299865722656
607,367
607,371
607,374.3299865722656
607,380.3299865722656
607,384.3299865722656
607,389
607,391
607,393.66998291015625
607,395
607,396.3299865722656
607,397
607,397.66998291015625
606.3299560546875,399
606.3299560546875,399.66998291015625
606.3299560546875,400.3299865722656
606.3299560546875,401
606.3299560546875,401.66998291015625
606.3299560546875,405
606.3299560546875,407
606.3299560546875,407.66998291015625
606.3299560546875,409
606.3299560546875,409.66998291015625
606.3299560546875,410.3299865722656
606.3299560546875,411
606.3299560546875,411.66998291015625
606.3299560546875,415.66998291015625
606.3299560546875,417.66998291015625
607,419.66998291015625
607,421
607,421.66998291015625
607,422.3299865722656
607,423
607,423.66998291015625
606.3299560546875,423.66998291015625
605.6699829101562,423.66998291015625
605,423.66998291015625
603.6699829101562,423.66998291015625
602.3299560546875,423.66998291015625
599,423.66998291015625
597.6699829101562,423.66998291015625
593.6699829101562,422.3299865722656
589.6699829101562,422.3299865722656
584.3300170898437,422.3299865722656
579,422.3299865722656
573,421
567.6699829101562,421
564.3300170898437,419
560.3300170898437,419
555.6699829101562,417
547.6699829101562,415
539,414.3299865722656
531,413
525.6699829101562,412.3299865722656
521,411.66998291015625
515,409.66998291015625
511,409.66998291015625
506.33001708984375,409.66998291015625
502.3299865722656,409.66998291015625
495.66998291015625,411
488.3299865722656,411
485.66998291015625,411.66998291015625
480.3299865722656,411.66998291015625
477,411.66998291015625
474.3299865722656,412.3299865722656
468.3299865722656,412.3299865722656
463,412.3299865722656
455,412.3299865722656
447,412.3299865722656
441.66998291015625,412.3299865722656
436.3299865722656,412.3299865722656
431.66998291015625,413.66998291015625
427.66998291015625,414.3299865722656
422.3299865722656,415
412.3299865722656,416.3299865722656
407,416.3299865722656
397.66998291015625,416.3299865722656
393.66998291015625,417
387.66998291015625,418.3299865722656
385,418.3299865722656
379.66998291015625,418.3299865722656
374.3299865722656,418.3299865722656
366.3299865722656,418.3299865722656
361,418.3299865722656
355.66998291015625,418.3299865722656
352.3299865722656,419
349.66998291015625,419
346.3299865722656,419
343.66998291015625,419.66998291015625
339,419.66998291015625
335,419.66998291015625
329.66998291015625,419.66998291015625
324.3299865722656,420.3299865722656
319,420.3299865722656
313,420.3299865722656
310.3299865722656,420.3299865722656
307,421
305,421
301,421
295,420.3299865722656
291,420.3299865722656
289,420.3299865722656
285,419.66998291015625
283,418.3299865722656
279.66998291015625,418.3299865722656
277.66998291015625,418.3299865722656
274.3299865722656,418.3299865722656
273,418.3299865722656
271.66998291015625,418.3299865722656
271,418.3299865722656
270.3299865722656,418.3299865722656
269.66998291015625,418.3299865722656
269.66998291015625,419
272.3299865722656,420.3299865722656
