x,y
130,240
133,237
137,234
146,228
157,219
167,212
180,204
183,203
195,196
200,194
203,194
204,195
205,199
205,208
205,223
206,241
206,246
206,278
205,296
202,313
198,329
193,339
191,345
188,350
179,356
173,358
161,358
153,357
147,355
145,353
144,350
142,344
144,339
147,333
161,317
175,306
186,299
206,287
237,270
270,255
278,251
296,242
316,234
329,227
339,224
342,223
341,223
338,223
