x,y
191,225
191,220
192,221
191,229
183,243
169,261
149,280
126,301
105,321
89,339
75,357
65,375
59,389
57,401
62,412
73,419
92,424
117,428
145,429
174,431
202,432
225,432
246,432
265,429
280,425
289,418
294,408
295,396
293,382
286,363
274,344
260,324
244,301
230,278
216,256
203,238
192,227
185,222
