x,y
250,211
248,214
249,223
251,241
254,260
255,285
257,309
258,332
260,349
262,362
262,373
260,382
257,387
251,388
244,387
235,381
227,371
223,360
224,352
230,344
239,337
253,334
269,337
286,342
301,346
313,349
322,351
332,353
