x,y
179,181
182,179
193,174
206,168
209,167
221,162
238,154
253,148
264,144
271,143
274,143
275,145
273,152
266,163
256,178
242,197
227,221
208,251
189,280
172,306
158,324
147,337
141,345
137,349
135,350
137,347
143,338
153,325
169,309
188,293
215,276
243,264
270,258
295,256
317,259
334,267
345,279
350,295
348,312
338,329
320,348
296,366
271,382
247,396
