x,y
240,115
240,114
237,117
230,128
222,142
207,165
182,200
164,225
152,242
145,253
141,258
139,262
139,263
140,264
143,264
146,267
149,271
154,277
162,285
174,295
187,308
199,316
207,322
216,329
237,345
250,356
260,366
266,375
271,381
273,387
276,390
280,392
281,392
