x,y
201,174
200,174
200,173
201,172
202,176
202,186
203,202
200,225
195,249
190,269
186,285
183,300
181,308
179,316
178,320
178,322
179,322
181,318
187,311
197,302
211,291
227,281
244,272
260,265
272,264
280,266
290,275
295,285
296,297
294,309
287,323
278,338
269,352
260,362
253,369
247,373
241,376
236,376
234,376
232,376
233,376
234,375
