x,y
166,213
164,213
164,214
163,225
162,232
161,241
161,251
161,263
161,277
164,290
167,305
172,321
177,335
182,348
196,367
205,373
214,374
230,369
245,359
249,356
279,336
293,327
302,322
306,320
308,322
