x,y
245,224
245,225
245,228
245,232
246,237
246,244
246,253
245,265
244,279
240,296
234,314
225,332
220,345
216,353
205,374
199,384
193,392
187,398
181,401
174,403
167,401
163,397
157,392
153,382
151,375
150,358
150,340
153,322
158,307
164,295
169,287
174,279
178,272
183,264
185,261
188,258
193,251
195,248
198,245
206,237
216,228
229,222
243,219
256,218
267,219
279,223
290,225
300,230
309,237
317,244
325,251
333,260
338,269
340,278
342,290
343,304
338,325
330,342
318,359
306,373
292,385
280,396
