x,y
243,167
243,175
243,185.6699981689453
243,191
243.6699981689453,196.3300018310547
246.3300018310547,221
246.3300018310547,231.6699981689453
246.3300018310547,243.6699981689453
245.6699981689453,248.32998657226562
245.6699981689453,251
245,256.3299865722656
244.3300018310547,261.66998291015625
244.3300018310547,267
243,275
243,279
242.3300018310547,281
241.6699981689453,283.66998291015625
241.6699981689453,286.3299865722656
241,287.66998291015625
240.3300018310547,289.66998291015625
240.3300018310547,292.3299865722656
238.3300018310547,296.3299865722656
238.3300018310547,300.3299865722656
237.6699981689453,308.3299865722656
236.3300018310547,315.66998291015625
235.6699981689453,322.3299865722656
235.6699981689453,325
235.6699981689453,328.3299865722656
235.6699981689453,329.66998291015625
235.6699981689453,331.66998291015625
235.6699981689453,333.66998291015625
235.6699981689453,337
235.6699981689453,339
235.6699981689453,343
235.6699981689453,345
235.6699981689453,350.3299865722656
235.6699981689453,354.3299865722656
236.3300018310547,359.66998291015625
237.6699981689453,363
237.6699981689453,367
238.3300018310547,369.66998291015625
238.3300018310547,374.3299865722656
239,380.3299865722656
239,387
239.6699981689453,392.3299865722656
241,395.66998291015625
241,398.3299865722656
241,399.66998291015625
241,400.3299865722656
241,401
241,402.3299865722656
241,403
241,403.66998291015625
241,404.3299865722656
241,405
241.6699981689453,405
244.3300018310547,405
247.66998291015625,403
252.32998657226562,401.66998291015625
257,399.66998291015625
262.3299865722656,397.66998291015625
269.66998291015625,393.66998291015625
278.3299865722656,389.66998291015625
292.3299865722656,385
300.3299865722656,381.66998291015625
307.66998291015625,379.66998291015625
316.3299865722656,376.3299865722656
339,372.3299865722656
351,372.3299865722656
359,369.66998291015625
365,369.66998291015625
376.3299865722656,369.66998291015625
385.66998291015625,369.66998291015625
399,369.66998291015625
403.66998291015625,371
411.66998291015625,371
418.3299865722656,372.3299865722656
428.3299865722656,373
436.3299865722656,373
444.3299865722656,373
449.66998291015625,373
455,373
459,373
465.66998291015625,373
473.66998291015625,373
487,373
495,373
502.3299865722656,375
507.66998291015625,377
516.3300170898437,378.3299865722656
524.3300170898437,379
533.6699829101562,380.3299865722656
539,381
544.3300170898437,381
547.6699829101562,381
549.6699829101562,381
551.6699829101562,381
553,381
555.6699829101562,380.3299865722656
557,380.3299865722656
558.3300170898437,380.3299865722656
558.3300170898437,379.66998291015625
559.6699829101562,379
560.3300170898437,379
561,379
561,378.3299865722656
561,377.66998291015625
561,377
561,375.66998291015625
561,374.3299865722656
560.3300170898437,373.66998291015625
560.3300170898437,372.3299865722656
560.3300170898437,370.3299865722656
562.3300170898437,350.3299865722656
562.3300170898437,337
562.3300170898437,326.3299865722656
562.3300170898437,318.3299865722656
561.6699829101562,307.66998291015625
560.3300170898437,297
559.6699829101562,276.3299865722656
557.6699829101562,251.66998291015625
557.6699829101562,235
556.3300170898437,217.6699981689453
555.6699829101562,208.3300018310547
555.6699829101562,195
554.3300170898437,189.6699981689453
554.3300170898437,176.3300018310547
555,168.3300018310547
556.3300170898437,156.3300018310547
559,138.3300018310547
559,129.6699981689453
559,128.3300018310547
559,127.66999816894531
559,127
559,126.33000183105469
558.3300170898437,126.33000183105469
557.6699829101562,126.33000183105469
557,127
556.3300170898437,127
556.3300170898437,127.66999816894531
555.6699829101562,127.66999816894531
555,127.66999816894531
554.3300170898437,127.66999816894531
553,127.66999816894531
551,127.66999816894531
549,127.66999816894531
543.6699829101562,127.66999816894531
538.3300170898437,127.66999816894531
530.3300170898437,127.66999816894531
525,127.66999816894531
518.3300170898437,127.66999816894531
513.6699829101562,127.66999816894531
508.33001708984375,127.66999816894531
501.66998291015625,127.66999816894531
489.66998291015625,127.66999816894531
480.3299865722656,127.66999816894531
471,126.33000183105469
465.66998291015625,125.66999816894531
457,124.33000183105469
449,124.33000183105469
438.3299865722656,123.66999816894531
430.3299865722656,123.66999816894531
425,122.33000183105469
419.66998291015625,122.33000183105469
416.3299865722656,122.33000183105469
411.66998291015625,122.33000183105469
404.3299865722656,121.66999816894531
397.66998291015625,120.33000183105469
389.66998291015625,120.33000183105469
384.3299865722656,120.33000183105469
379,120.33000183105469
373,120.33000183105469
369,121
363,121.66999816894531
357.66998291015625,122.33000183105469
349.66998291015625,123.66999816894531
342.3299865722656,125.66999816894531
337,126.33000183105469
332.3299865722656,127.66999816894531
328.3299865722656,129
323.66998291015625,130.3300018310547
318.3299865722656,131
312.3299865722656,133
306.3299865722656,135
301,135
295.66998291015625,135
292.3299865722656,135.6699981689453
289.66998291015625,135.6699981689453
287,135.6699981689453
284.3299865722656,136.3300018310547
282.3299865722656,136.3300018310547
279.66998291015625,136.3300018310547
277,137
273,137.6699981689453
271,137.6699981689453
269,137.6699981689453
266.3299865722656,137.6699981689453
264.3299865722656,138.3300018310547
262.3299865722656,138.3300018310547
260.3299865722656,138.3300018310547
259,139.6699981689453
258.3299865722656,139.6699981689453
257,139.6699981689453
256.3299865722656,139.6699981689453
255,139.6699981689453
253.66998291015625,139.6699981689453
253,139.6699981689453
251,140.3300018310547
250.32998657226562,140.3300018310547
247,140.3300018310547
245,140.3300018310547
241,140.3300018310547
239,140.3300018310547
236.3300018310547,140.3300018310547
233.6699981689453,140.3300018310547
231.6699981689453,140.3300018310547
229.6699981689453,140.3300018310547
228.3300018310547,140.3300018310547
227.6699981689453,140.3300018310547
227,140.3300018310547
226.3300018310547,140.3300018310547
227.6699981689453,140.3300018310547
230.3300018310547,140.3300018310547
