x,y
301,173
301.66998291015625,175.6699981689453
301.66998291015625,177.6699981689453
301.66998291015625,179
301.66998291015625,179.6699981689453
301.66998291015625,181.6699981689453
301.66998291015625,183
301.66998291015625,184.3300018310547
301.66998291015625,185
301.66998291015625,185.6699981689453
301.66998291015625,186.3300018310547
302.3299865722656,187
302.3299865722656,188.3300018310547
302.3299865722656,189
302.3299865722656,189.6699981689453
302.3299865722656,190.3300018310547
302.3299865722656,191
302.3299865722656,191.6699981689453
302.3299865722656,192.3300018310547
302.3299865722656,193
302.3299865722656,193.6699981689453
302.3299865722656,194.3300018310547
302.3299865722656,195
302.3299865722656,196.3300018310547
302.3299865722656,197
302.3299865722656,197.6699981689453
302.3299865722656,198.3300018310547
302.3299865722656,199
302.3299865722656,199.6699981689453
302.3299865722656,200.3300018310547
302.3299865722656,201
302.3299865722656,201.6699981689453
303,202.3300018310547
303,203
303,204.3300018310547
303,205
303,205.6699981689453
303,206.3300018310547
303,207
303,207.6699981689453
303,208.3300018310547
303,209
303,209.6699981689453
303,210.3300018310547
303,211
303.66998291015625,212.3300018310547
303.66998291015625,213
303.66998291015625,213.6699981689453
303.66998291015625,214.3300018310547
303.66998291015625,215
303.66998291015625,215.6699981689453
303.66998291015625,216.3300018310547
303.66998291015625,217
304.3299865722656,217.6699981689453
305,219
305,219.6699981689453
305,220.3300018310547
305,221.6699981689453
305,222.3300018310547
305,223
305,223.6699981689453
305,224.3300018310547
305,225
305,225.6699981689453
305,226.3300018310547
305,227
305,227.6699981689453
305,228.3300018310547
305,229
305,229.6699981689453
305,230.3300018310547
305,231
305,231.6699981689453
305,233.6699981689453
305,235
305,236.3300018310547
305,237.6699981689453
305,239
305,239.6699981689453
305,240.3300018310547
305,241
305,241.6699981689453
305,242.3300018310547
304.3299865722656,242.3300018310547
304.3299865722656,243
304.3299865722656,243.6699981689453
304.3299865722656,244.3300018310547
304.3299865722656,245
304.3299865722656,245.6699981689453
304.3299865722656,246.3300018310547
304.3299865722656,247
304.3299865722656,247.66998291015625
304.3299865722656,248.32998657226562
303.66998291015625,249
303.66998291015625,249.66998291015625
303.66998291015625,250.32998657226562
303.66998291015625,251.66998291015625
303,251.66998291015625
303,252.32998657226562
303,253.66998291015625
303,254.32998657226562
303,255
303,256.3299865722656
303,258.3299865722656
303,259
303,260.3299865722656
303,261
303,262.3299865722656
303,263.66998291015625
303,265
303,265.66998291015625
303,266.3299865722656
303,267
303,267.66998291015625
303,268.3299865722656
303,269
303,269.66998291015625
303,270.3299865722656
303,271
303,271.66998291015625
303,272.3299865722656
303,273
303,273.66998291015625
303,274.3299865722656
303,275
303,275.66998291015625
303,276.3299865722656
303,277
303,277.66998291015625
303,278.3299865722656
303,279
303,279.66998291015625
303,280.3299865722656
303,281
303,281.66998291015625
303,282.3299865722656
303,283
303.66998291015625,283
303.66998291015625,283.66998291015625
303.66998291015625,285
304.3299865722656,286.3299865722656
304.3299865722656,287
304.3299865722656,287.66998291015625
304.3299865722656,288.3299865722656
304.3299865722656,289
305,289.66998291015625
305,291
305,291.66998291015625
305,292.3299865722656
305,293
305,293.66998291015625
305,294.3299865722656
305,295
305,295.66998291015625
305,296.3299865722656
305,297
305,297.66998291015625
305,298.3299865722656
305,299
305,300.3299865722656
305,301
305,301.66998291015625
305,302.3299865722656
305,303
305,303.66998291015625
305,304.3299865722656
305,305
305,305.66998291015625
305,306.3299865722656
305,307
305,307.66998291015625
305,308.3299865722656
305,309
305,309.66998291015625
305,310.3299865722656
305,311
305,311.66998291015625
305,312.3299865722656
305,313
305,313.66998291015625
305,315
305,315.66998291015625
305,316.3299865722656
305,317
305,317.66998291015625
305,318.3299865722656
305,319
305,319.66998291015625
305,321
305,321.66998291015625
305,322.3299865722656
305,323
305,323.66998291015625
305,324.3299865722656
305,325
305,325.66998291015625
305,326.3299865722656
305,327
305,327.66998291015625
305,328.3299865722656
305,329
305,329.66998291015625
305,330.3299865722656
305,331
305,331.66998291015625
305,332.3299865722656
305,333
305,333.66998291015625
305,334.3299865722656
305,335
305,335.66998291015625
305,336.3299865722656
305,337
305,337.66998291015625
305,338.3299865722656
305,339
305.66998291015625,339.66998291015625
305.66998291015625,340.3299865722656
305.66998291015625,341
305.66998291015625,341.66998291015625
305.66998291015625,342.3299865722656
305.66998291015625,343
305.66998291015625,343.66998291015625
305.66998291015625,344.3299865722656
305.66998291015625,345
305.66998291015625,345.66998291015625
306.3299865722656,345.66998291015625
306.3299865722656,346.3299865722656
306.3299865722656,347
306.3299865722656,347.66998291015625
306.3299865722656,348.3299865722656
306.3299865722656,349
306.3299865722656,349.66998291015625
306.3299865722656,351
306.3299865722656,353
306.3299865722656,355.66998291015625
306.3299865722656,358.3299865722656
306.3299865722656,359.66998291015625
306.3299865722656,361.66998291015625
306.3299865722656,363.66998291015625
306.3299865722656,365
306.3299865722656,367.66998291015625
306.3299865722656,368.3299865722656
306.3299865722656,371
306.3299865722656,374.3299865722656
306.3299865722656,375.66998291015625
306.3299865722656,377
306.3299865722656,378.3299865722656
306.3299865722656,379
306.3299865722656,379.66998291015625
306.3299865722656,381.66998291015625
306.3299865722656,383
306.3299865722656,383.66998291015625
306.3299865722656,385
306.3299865722656,386.3299865722656
306.3299865722656,387.66998291015625
306.3299865722656,389
306.3299865722656,389.66998291015625
306.3299865722656,390.3299865722656
306.3299865722656,391.66998291015625
306.3299865722656,393
306.3299865722656,394.3299865722656
306.3299865722656,395.66998291015625
306.3299865722656,396.3299865722656
306.3299865722656,397.66998291015625
307,399
307,400.3299865722656
307,401.66998291015625
307,403
307,403.66998291015625
307,405
307,406.3299865722656
307,407.66998291015625
307.66998291015625,409
307.66998291015625,410.3299865722656
307.66998291015625,411.66998291015625
307.66998291015625,412.3299865722656
307.66998291015625,413.66998291015625
307.66998291015625,414.3299865722656
308.3299865722656,415
309,415
309.66998291015625,415.66998291015625
310.3299865722656,415.66998291015625
311,416.3299865722656
311.66998291015625,417
311.66998291015625,417.66998291015625
311.66998291015625,418.3299865722656
312.3299865722656,419
313,419.66998291015625
313,420.3299865722656
313.66998291015625,421.66998291015625
314.3299865722656,422.3299865722656
315.66998291015625,422.3299865722656
317.66998291015625,423
319,423.66998291015625
320.3299865722656,423
323,423
324.3299865722656,422.3299865722656
324.3299865722656,421.66998291015625
325.66998291015625,421
326.3299865722656,420.3299865722656
327,420.3299865722656
327.66998291015625,419.66998291015625
329,419.66998291015625
329.66998291015625,419
331,418.3299865722656
332.3299865722656,418.3299865722656
335,417.66998291015625
339.66998291015625,415.66998291015625
341,415.66998291015625
345.66998291015625,415
347,415
347.66998291015625,415
348.3299865722656,414.3299865722656
349,414.3299865722656
349.66998291015625,414.3299865722656
350.3299865722656,414.3299865722656
351,414.3299865722656
351.66998291015625,414.3299865722656
352.3299865722656,414.3299865722656
353,414.3299865722656
353.66998291015625,414.3299865722656
354.3299865722656,413.66998291015625
355.66998291015625,413
356.3299865722656,413
357,412.3299865722656
358.3299865722656,411.66998291015625
359.66998291015625,411.66998291015625
361,411.66998291015625
362.3299865722656,411.66998291015625
363,411.66998291015625
364.3299865722656,411.66998291015625
365.66998291015625,411.66998291015625
367,411.66998291015625
367.66998291015625,411.66998291015625
369,411.66998291015625
369.66998291015625,411
370.3299865722656,411
371.66998291015625,411
373,411
373.66998291015625,411
374.3299865722656,411
375.66998291015625,411
377,411
377.66998291015625,411
379,411
380.3299865722656,411
381,411
381.66998291015625,411
382.3299865722656,411
383,411
383.66998291015625,411
384.3299865722656,411
385,411
386.3299865722656,411
387.66998291015625,411
388.3299865722656,411
389,411
389.66998291015625,411
391,411
392.3299865722656,411
393.66998291015625,411
394.3299865722656,411
395.66998291015625,411.66998291015625
396.3299865722656,411.66998291015625
397,411.66998291015625
398.3299865722656,411.66998291015625
398.3299865722656,412.3299865722656
399.66998291015625,412.3299865722656
400.3299865722656,412.3299865722656
401,412.3299865722656
401.66998291015625,412.3299865722656
402.3299865722656,412.3299865722656
403,412.3299865722656
403.66998291015625,412.3299865722656
404.3299865722656,412.3299865722656
405,412.3299865722656
405.66998291015625,412.3299865722656
406.3299865722656,412.3299865722656
407,412.3299865722656
407.66998291015625,412.3299865722656
408.3299865722656,412.3299865722656
409,412.3299865722656
409.66998291015625,412.3299865722656
410.3299865722656,412.3299865722656
411,412.3299865722656
411.66998291015625,412.3299865722656
412.3299865722656,412.3299865722656
413,412.3299865722656
413.66998291015625,412.3299865722656
414.3299865722656,412.3299865722656
415.66998291015625,411.66998291015625
417,411.66998291015625
418.3299865722656,411.66998291015625
419,411.66998291015625
