x,y
214,188
214,190
212,200
211,207
205,226
198,244
188,262
177,283
164,306
153,325
141,345
137,351
131,360
117,381
107,395
98,406
92,413
88,417
87,417
88,414
98,400
100,397
110,387
133,369
146,360
159,354
171,350
179,350
189,353
200,360
202,361
218,371
227,377
236,380
246,382
258,381
270,378
283,371
294,361
306,347
316,330
322,316
324,306
