x,y
116,310
112,309
111,309
109,303
110,294
115,281
122,265
128,253
133,243
140,235
146,230
154,227
164,226
172,228
185,236
197,247
211,260
227,272
246,286
266,300
285,315
304,330
319,344
331,354
339,362
342,365
